Residency,University,Offer type,Postgrad,Rural?,GPA,GAMSAT,GPA/7 + GAMSAT/100,Year,Deakin Bonus,Melbourne Access,,,,,,,,
Local,University of Sydney,CSP,None,No,5.53,71,1.5,2015,,,,,,,,,,
Local,University of Sydney,CSP,None,No,5.3,74,1.497142857,2015,,,,,,,,,,
Local,University of Sydney,CSP,None,No,5.55,69,1.482857143,2015,,,,,,,,,,
Local,University of Sydney,CSP,None,No,5.23,73,1.477142857,2015,,,,,,,,,,
Local,University of Sydney,CSP,Yes,No,6,62,1.477142857,2015,,,,,,,,,,
Local,University of Sydney,CSP,None,No,5.25,69,1.44,2015,,,,,,,,,,
Local,University of Sydney,CSP,None,No,5.06,69,1.412857143,2015,,,,,,,,,,
Local,University of Sydney,FFP,None,No,6.72,71,1.67,2015,,,,,,,,,,
Local,University of Sydney,BMP,None,Yes,6.94,62,1.611428571,2015,,,,,,,,,,
Local,University of Sydney,BMP,None,Yes,6.5,61,1.538571429,2015,,,,,,,,,,
Local,University of Sydney,BMP,None,Yes,6.5,59,1.518571429,2015,,,,,,,,,,
Local,University of Sydney,BMP,None,Yes,6.18,63,1.512857143,2015,,,,,,,,,,
Local,University of Sydney,BMP,None,Yes,5.89,65,1.491428571,2015,,,,,,,,,,
Local,University of Sydney,BMP,None,Yes,5.66,63,1.438571429,2015,,,,,,,,,,
Local,University of Sydney,BMP,None,Yes,5.8,58,1.408571429,2015,,,,,,,,,,
Local,University of Sydney,CSP,Yes,Yes,6.9,78,1.765714286,2015,,,,,,,,,,
Local,University of Sydney,CSP,None,Yes,6.84,69,1.667142857,2015,,,,,,,,,,
Local,University of Sydney,CSP,None,Yes,6.97,66,1.655714286,2015,,,,,,,,,,
Local,University of Sydney,CSP,None,Yes,6.97,62,1.615714286,2015,,,,,,,,,,
Local,University of Sydney,CSP,None,Yes,6.85,63,1.608571429,2015,,,,,,,,,,
Local,University of Sydney,CSP,None,Yes,6.7,65,1.607142857,2015,,,,,,,,,,
Local,University of Sydney,CSP,None,Yes,6.04,71,1.572857143,2015,,,,,,,,,,
Local,University of Sydney,CSP,None,Yes,6.56,62,1.557142857,2015,,,,,,,,,,
Local,University of Sydney,CSP,None,Yes,6.3,65,1.55,2015,,,,,,,,,,
Local,University of Sydney,CSP,None,Yes,6.38,63,1.541428571,2015,,,,,,,,,,
Local,University of Sydney,CSP,None,Yes,5.85,67,1.505714286,2015,,,,,,,,,,
Local,University of Sydney,CSP,None,Yes,5.97,65,1.502857143,2015,,,,,,,,,,
Local,University of Sydney,CSP,None,Yes,5.6,70,1.5,2015,,,,,,,,,,
Local,University of Sydney,CSP,None,Yes,5.46,71,1.49,2015,,,,,,,,,,
Local,University of Sydney,CSP,None,Yes,5.5,68,1.465714286,2015,,,,,,,,,,
Local,University of Sydney,CSP,None,Yes,5.72,64,1.457142857,2015,,,,,,,,,,
Local,University of Sydney,CSP,None,Yes,6,60,1.457142857,2015,,,,,,,,,,
Local,University of Sydney,CSP,None,Yes,5.06,69,1.412857143,2015,,,,,,,,,,
Local,University of Sydney,CSP,None,Yes,5.4,64,1.411428571,2015,,,,,,,,,,
Local,University of Sydney,CSP,None,Yes,5.15,64,1.375714286,2015,,,,,,,,,,
Local,University of Sydney,CSP,None,Yes,5.31,60,1.358571429,2015,,,,,,,,,,
Local,University of Sydney,FFP,None,Yes,6.75,74,1.704285714,2015,,,,,,,,,,
Local,University of Tasmania,CSP,Yes,No,7,99,1.99,2015,,,,,,,,,,
Local,University of Western Australia,BMP,None,No,6.75,68,1.644285714,2015,,,,,,,,,,
Local,University of Western Australia,BMP,None,No,6.33,71,1.614285714,2015,,,,,,,,,,
Local,University of Western Australia,BMP,None,No,6.73,65,1.611428571,2015,,,,,,,,,,
Local,University of Western Australia,BMP,None,No,6.96,61,1.604285714,2015,,,,,,,,,,
Local,University of Western Australia,BMP,None,No,6.89,60,1.584285714,2015,,,,,,,,,,
Local,University of Western Australia,BMP,None,No,6.64,62,1.568571429,2015,,,,,,,,,,
Local,University of Western Australia,BMP,None,No,6.9,58,1.565714286,2015,,,,,,,,,,
Local,University of Western Australia,BMP,None,No,6.35,64,1.547142857,2015,,,,,,,,,,
Local,University of Western Australia,BMP,None,No,6.4,62,1.534285714,2015,,,,,,,,,,
Local,University of Western Australia,CSP,None,No,6.9,70,1.685714286,2015,,,,,,,,,,
Local,University of Western Australia,CSP,None,No,6.92,67,1.658571429,2015,,,,,,,,,,
Local,University of Western Australia,CSP,None,No,6.61,71,1.654285714,2015,,,,,,,,,,
Local,University of Western Australia,CSP,None,No,6.71,69,1.648571429,2015,,,,,,,,,,
Local,University of Western Australia,CSP,None,No,6.76,68,1.645714286,2015,,,,,,,,,,
Local,University of Western Australia,CSP,None,No,6.87,65,1.631428571,2015,,,,,,,,,,
Local,University of Western Australia,CSP,None,No,6.79,66,1.63,2015,,,,,,,,,,
Local,University of Western Australia,CSP,None,No,6.7,67,1.627142857,2015,,,,,,,,,,
Local,University of Western Australia,CSP,None,No,6.69,66,1.615714286,2015,,,,,,,,,,
Local,University of Western Australia,CSP,None,No,6.63,66,1.607142857,2015,,,,,,,,,,
Local,University of Western Australia,CSP,None,No,6.43,66,1.578571429,2015,,,,,,,,,,
Local,University of Western Australia,CSP,None,No,6.35,66,1.567142857,2015,,,,,,,,,,
Local,University of Western Australia,CSP,None,Yes,6.7,61,1.567142857,2015,,,,,,,,,,
Local,University of Western Australia,CSP,None,Yes,6.84,59,1.567142857,2015,,,,,,,,,,
Local,University of Western Australia,CSP,None,Yes,6.29,63,1.528571429,2015,,,,,,,,,,
Local,University of Western Australia,CSP,None,Yes,6.25,60,1.492857143,2015,,,,,,,,,,
Local,University of Wollongong,BMP,None,No,6.2,61,1.495714286,2015,,,,,,,,,,
Local,University of Wollongong,BMP,None,No,5.35,59,1.354285714,2015,,,,,,,,,,
Local,University of Wollongong,CSP,None,No,6.8,57,1.541428571,2015,,,,,,,,,,
Local,University of Wollongong,CSP,None,No,6.58,59,1.53,2015,,,,,,,,,,
Local,University of Wollongong,CSP,None,No,6.42,60,1.517142857,2015,,,,,,,,,,
Local,University of Wollongong,CSP,None,No,6,65,1.507142857,2015,,,,,,,,,,
Local,University of Wollongong,BMP,None,Yes,6.45,58,1.501428571,2015,,,,,,,,,,
Local,University of Wollongong,BMP,None,Yes,5.72,59,1.407142857,2015,,,,,,,,,,
Local,University of Wollongong,BMP,None,Yes,5.5,58,1.365714286,2015,,,,,,,,,,
Local,University of Wollongong,CSP,None,Yes,6.89,60,1.584285714,2015,,,,,,,,,,
Local,University of Wollongong,CSP,None,Yes,6.75,60,1.564285714,2015,,,,,,,,,,
Local,University of Wollongong,CSP,Yes,Yes,6.85,56,1.538571429,2015,,,,,,,,,,
Local,University of Wollongong,CSP,None,Yes,6.83,56,1.535714286,2015,,,,,,,,,,
Local,University of Wollongong,CSP,None,Yes,6.69,58,1.535714286,2015,,,,,,,,,,
Local,University of Wollongong,CSP,None,Yes,6.72,56,1.52,2015,,,,,,,,,,
Local,University of Wollongong,CSP,None,Yes,6.29,58,1.478571429,2015,,,,,,,,,,
Local,University of Wollongong,CSP,None,Yes,6.1,58,1.451428571,2015,,,,,,,,,,
Local,University of Wollongong,CSP,None,Yes,5.94,57,1.418571429,2015,,,,,,,,,,
Local,University of Wollongong,CSP,None,Yes,5.81,58,1.41,2015,,,,,,,,,,
Local,University of Wollongong,CSP,None,Yes,5.63,54,1.344285714,2015,,,,,,,,,,
International,Australian National University,FFP,None,No,6.89,65,1.634285714,2015,,,,,,,,,,
International,University of Melbourne,FFP,None,No,6.6,71,1.652857143,2015,,,,,,,,,,
International,University of Melbourne,FFP,None,No,6.89,65,1.634285714,2015,,,,,,,,,,
International,University of Queensland,FFP,None,No,6,67,1.527142857,2015,,,,,,,,,,
International,University of Western Australia,FFP,None,No,6,62,1.477142857,2015,,,,,,,,,,
Local,Flinders University,BMP,None,No,6.17,62,1.501428571,2019,,,,,,,,,,
Local,Flinders University,CSP,Honours,No,6.25,67,1.562857143,2019,,,,,,,,,,
Local,Flinders University,CSP,Masters,Yes,5.7,58,1.394285714,2019,,,,,,,,,,
Local,Flinders University,BMP,None,Yes,5.2,66,1.402857143,2019,,,,,,,,,,
Local,Flinders University,BMP,Honours,Yes,6.57,55,1.488571429,2019,,,,,,,,,,
Local,Flinders University,BMP,None,Yes,5.97,59,1.442857143,2019,,,,,,,,,,
Local,Flinders University,CSP,Masters,Yes,6.12,67,1.544285714,2019,,,,,,,,,,
Local,Flinders University,CSP,None,No,6.92,60,1.588571429,2019,,,,,,,,,,
Local,Flinders University,CSP,None,Yes,6.81,62,1.592857143,2019,,,,,,,,,,
Local,Flinders University,BMP,None,Yes,5.28,62,1.374285714,2019,,,,,,,,,,
Local,Flinders University,CSP,Honours,No,5.98,62,1.474285714,2019,,,,,,,,,,
Local,Flinders University,CSP,Honours,No,6.55,68,1.615714286,2019,,,,,,,,,,
Local,Flinders University,CSP,None,Yes,6.93,59,1.58,2019,,,,,,,,,,
International,Flinders University,FFP,Honours,No,6,65,1.507142857,2019,,,,,,,,,,
Local,Flinders University,CSP,None,No,6.25,72,1.612857143,2019,,,,,,,,,,
International,University of Queensland,FFP,None,No,6.2,67,1.555714286,2019,,,,,,,,,,
Local,Flinders University,CSP,None,Yes,5.45,61,1.388571429,2019,,,,,,,,,,
Local,Flinders University,FFP,None,No,6.4,60,1.514285714,2019,,,,,,,,,,
Local,Flinders University,BMP,None,Yes,6.01,55,1.408571429,2019,,,,,,,,,,
Local,Flinders University,Unknown,None,Yes,6.2,63,1.515714286,2019,,,,,,,,,,
International,University of Melbourne,FFP,None,No,6.89,50,1.484285714,2019,,,,,,,,,,
International,University of Melbourne,FFP,None,No,6.7,62,1.577142857,2019,,,,,,,,,,
Local,University of Western Australia,CSP,None,No,6.95,84,1.832857143,2019,,,,,,,,,,
Local,Deakin University,CSP,Honours,No,6.73,73,1.691428571,2019,,,,,,,,,,
Local,University of Queensland,BMP,None,Yes,6.84,70,1.677142857,2019,,,,,,,,,,
Local,University of Wollongong,Unknown,Masters,No,6.08,64,1.508571429,2019,,,,,,,,,,
Local,University of Western Australia,BMP,None,No,6.97,71,1.705714286,2019,,,,,,,,,,
Local,Deakin University,CSP,None,No,6.54,59,1.524285714,2019,10,,,,,,,,,
Local,Deakin University,FFP,None,No,6.62,72,1.665714286,2019,,,,,,,,,,
Local,University of Wollongong,Unknown,Masters,No,6.49,64,1.567142857,2019,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,None,Yes,6.43,55,1.468571429,2019,10,,,,,,,,,
Local,University of Western Australia,CSP,None,No,6.83,74,1.715714286,2019,,,,,,,,,,
Local,University of Notre Dame Fremantle,BMP,None,No,6.8,64,1.611428571,2019,,,,,,,,,,
Local,Deakin University,BMP,None,No,6.99,64,1.638571429,2019,2,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,Honours,No,6.72,65,1.61,2019,,,,,,,,,,
Local,Deakin University,CSP,None,No,6.99,69,1.688571429,2019,0,,,,,,,,,
Local,University of Sydney,BMP,Honours,Yes,6.74,63,1.592857143,2019,,,,,,,,,,
Local,Deakin University,CSP,Honours,No,6.97,66,1.655714286,2019,2,,,,,,,,,
Local,University of Notre Dame Fremantle,BMP,None,No,6.76,73,1.695714286,2019,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,None,Yes,6.41,55,1.465714286,2019,,,,,,,,,,
Local,Deakin University,CSP,None,Yes,6.21,64,1.527142857,2019,6,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,None,No,6.75,71,1.674285714,2019,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,None,Yes,5.97,59,1.442857143,2019,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,None,No,6.91,64,1.627142857,2019,,,,,,,,,,
Local,University of Queensland,CSP,None,No,6.14,73,1.607142857,2019,,,,,,,,,,
Local,Deakin University,BMP,None,Yes,6.63,62,1.567142857,2019,4,,,,,,,,,
Local,University of Wollongong,BMP,None,No,6.8,69,1.661428571,2019,,,,,,,,,,
Local,Deakin University,CSP,Honours,No,6.89,64,1.624285714,2019,,,,,,,,,,
Local,Deakin University,CSP,None,No,6.95,64,1.632857143,2019,4,,,,,,,,,
Local,Deakin University,CSP,None,No,6.86,69,1.67,2019,0,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,Honours,No,6.87,62,1.601428571,2019,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,Honours,No,6.74,66,1.622857143,2019,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,Masters,No,6.73,57,1.531428571,2019,,,,,,,,,,
Local,University of Notre Dame Sydney,BMP,Honours,No,6.22,66,1.548571429,2019,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,Honours,No,6.55,67,1.605714286,2019,,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,None,No,6.29,68,1.578571429,2019,,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,None,No,6.77,61,1.577142857,2019,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,None,No,6.88,64,1.622857143,2019,,,,,,,,,,
Local,Deakin University,CSP,Honours,No,6.91,70,1.687142857,2019,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,None,No,7,66,1.66,2019,,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,Honours,No,6.98,70,1.697142857,2019,,,,,,,,,,
Local,University of Wollongong,Unknown,None,Yes,6.23,58,1.47,2019,,,,,,,,,,
Local,Deakin University,CSP,None,No,6.78,70,1.668571429,2019,2,,,,,,,,,
Local,University of Wollongong,CSP,None,No,6.81,59,1.562857143,2019,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,None,No,6.45,59,1.511428571,2019,,,,,,,,,,
Local,University of Wollongong,CSP,Masters,Yes,5.75,58,1.401428571,2019,,,,,,,,,,
Local,University of Wollongong,Unknown,None,Yes,6.87,58,1.561428571,2019,,,,,,,,,,
Local,Deakin University,CSP,None,No,6.88,59,1.572857143,2019,8,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,None,No,6.66,64,1.591428571,2019,,,,,,,,,,
Local,University of Western Australia,CSP,None,No,7,67,1.67,2019,,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,Honours,No,6.64,64,1.588571429,2019,,,,,,,,,,
Local,University of Western Australia,CSP,Honours,No,6.81,71,1.682857143,2019,,,,,,,,,,
Local,University of Western Australia,CSP,PhD,No,7,73,1.73,2019,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,Honours,No,6.15,72,1.598571429,2019,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,Honours,No,6.76,65,1.615714286,2019,,,,,,,,,,
Local,Deakin University,BMP,None,No,7,64,1.64,2019,2,,,,,,,,,
Local,University of Notre Dame Fremantle,BMP,None,No,6.94,66,1.651428571,2019,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,None,Yes,6.1,59,1.461428571,2019,,,,,,,,,,
Local,University of Notre Dame Fremantle,BMP,Honours,Yes,6.56,55,1.487142857,2019,,,,,,,,,,
Local,University of Western Australia,CSP,None,No,6.88,75,1.732857143,2019,,,,,,,,,,
Local,Deakin University,CSP,None,Yes,6.91,62,1.607142857,2019,,,,,,,,,,
Local,Flinders University,CSP,Masters,No,5.8,68,1.508571429,2019,,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,None,No,6.5,63,1.558571429,2019,,,,,,,,,,
Local,Deakin University,CSP,Masters,Yes,6.42,71,1.627142857,2019,6,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,None,Yes,6.85,62,1.598571429,2019,,,,,,,,,,
Local,University of Wollongong,Unknown,Honours,Yes,6.58,62,1.56,2019,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,None,No,6.74,67,1.632857143,2019,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,None,No,6.93,75,1.74,2019,,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,None,No,6.42,61,1.527142857,2019,,,,,,,,,,
Local,University of Notre Dame Sydney,BMP,Honours,Yes,6.2,59,1.475714286,2019,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,Honours,Yes,6.59,66,1.601428571,2019,,,,,,,,,,
Local,Australian National University,BMP,None,Yes,6.44,69,1.61,2019,,,,,,,,,,
Local,University of Western Australia,CSP,None,No,6.88,70,1.682857143,2019,,,,,,,,,,
Local,Deakin University,CSP,Masters,No,6.58,66,1.6,2019,4,,,,,,,,,
Local,University of Wollongong,Unknown,None,Yes,5.9,54,1.382857143,2019,,,,,,,,,,
Local,Deakin University,CSP,None,No,6.89,66,1.644285714,2019,0,,,,,,,,,
Local,Deakin University,BMP,None,Yes,5.72,62,1.437142857,2019,,,,,,,,,,
Local,Australian National University,BMP,Honours,No,6.85,64,1.618571429,2019,,,,,,,,,,
Local,University of Notre Dame Sydney,BMP,Honours,No,6.24,67,1.561428571,2019,,,,,,,,,,
Local,Australian National University,CSP,Honours,No,6.76,75,1.715714286,2019,,,,,,,,,,
Local,University of Melbourne,BMP,Honours,Yes,6.52,66,1.591428571,2019,,,,,,,,,,
Local,Australian National University,CSP,PhD,Yes,6.94,76,1.751428571,2019,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,None,No,6.04,62,1.482857143,2019,,,,,,,,,,
Local,University of Melbourne,BMP,Honours,Yes,6.13,61,1.485714286,2019,,,,,,,,,,
Local,Australian National University,BMP,None,No,6.9,67,1.655714286,2019,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,Honours,No,6.83,65,1.625714286,2019,,,,,,,,,,
Local,University of Western Australia,CSP,PhD,No,7,74,1.74,2019,,,,,,,,,,
Local,Deakin University,CSP,None,Yes,6.78,64,1.608571429,2019,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,None,No,6.21,64,1.527142857,2019,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,Honours,No,7,59,1.59,2019,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,Honours,No,6.32,59,1.492857143,2019,,,,,,,,,,
Local,Deakin University,CSP,Honours,No,6.74,71,1.672857143,2019,0,,,,,,,,,
Local,University of Melbourne,BMP,Honours,Yes,6.17,65,1.531428571,2019,,,,,,,,,,
Local,Australian National University,FFP,Masters,No,6.83,65,1.625714286,2019,,,,,,,,,,
Local,University of Melbourne,BMP,None,Yes,6.68,74,1.694285714,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,Yes,6.8,69,1.661428571,2019,,,,,,,,,,
Local,University of Melbourne,BMP,None,Yes,6.47,70,1.624285714,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.94,69,1.681428571,2019,,,,,,,,,,
Local,University of Melbourne,BMP,None,No,6.93,71,1.7,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.98,70,1.697142857,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.96,73,1.724285714,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,7,69,1.69,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.96,72,1.714285714,2019,,,,,,,,,,
Local,University of Melbourne,BMP,None,Yes,6.49,64,1.567142857,2019,,,,,,,,,,
Local,University of Notre Dame Sydney,BMP,None,Yes,5.95,59,1.44,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.9,72,1.705714286,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.59,71,1.651428571,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.83,66,1.635714286,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.93,75,1.74,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.96,68,1.674285714,2019,,,,,,,,,,
Local,University of Melbourne,BMP,None,Yes,5.8,68,1.508571429,2019,,,,,,,,,,
Local,University of Melbourne,BMP,None,Yes,6.38,68,1.591428571,2019,,,,,,,,,,
Local,University of Notre Dame Sydney,BMP,Honours,Yes,6.52,59,1.521428571,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.62,70,1.645714286,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.89,73,1.714285714,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.93,74,1.73,2019,,,,,,,,,,
Local,Australian National University,CSP,Honours,No,6.73,70,1.661428571,2019,,,,,,,,,,
Local,University of Melbourne,FFP,None,No,6.96,70,1.694285714,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.89,73,1.714285714,2019,,,,,,,,,,
Local,University of Melbourne,BMP,None,No,6.78,69,1.658571429,2019,,,,,,,,,,
Local,Australian National University,CSP,Honours,No,6.86,65,1.63,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.69,73,1.685714286,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,7,74,1.74,2019,,,,,,,,,,
Local,University of Melbourne,BMP,None,No,6.99,74,1.738571429,2019,,,,,,,,,,
Local,University of Melbourne,FFP,None,No,6.95,70,1.692857143,2019,,,,,,,,,,
Local,Deakin University,CSP,None,No,6.4,78,1.694285714,2019,2,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,None,No,5.9,64,1.482857143,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.61,70,1.644285714,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.72,68,1.64,2019,,,,,,,,,,
International,University of Melbourne,FFP,None,No,6.8,72,1.691428571,2019,,,,,,,,,,
Local,University of Wollongong,CSP,Honours,No,6.52,63,1.561428571,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.87,68,1.661428571,2019,,,,,,,,,,
Local,University of Melbourne,CSP,Honours,No,6.95,66,1.652857143,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,7,66,1.66,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.69,71,1.665714286,2019,,,,,,,,,,
Local,Deakin University,CSP,Honours,No,6.57,76,1.698571429,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.65,73,1.68,2019,,,,,,,,,,
Local,University of Sydney,BMP,Honours,No,6.13,71,1.585714286,2019,,,,,,,,,,
Local,Deakin University,CSP,Honours,No,6.74,67,1.632857143,2019,4,,,,,,,,,
Local,Deakin University,CSP,None,No,6.61,62,1.564285714,2019,4,,,,,,,,,
Local,University of Melbourne,BMP,None,Yes,6.75,61,1.574285714,2019,,,,,,,,,,
Local,University of Melbourne,BMP,None,Yes,5.8,63,1.458571429,2019,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,None,No,6.98,69,1.687142857,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,7,65,1.65,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.95,75,1.742857143,2019,,,,,,,,,,
Local,Deakin University,CSP,None,No,6.83,66,1.635714286,2019,2,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,None,Yes,6.89,57,1.554285714,2019,,,,,,,,,,
Local,University of Melbourne,BMP,None,Yes,6.67,59,1.542857143,2019,,,,,,,,,,
Local,Australian National University,CSP,Honours,No,6.78,70,1.668571429,2019,,,,,,,,,,
Local,University of Melbourne,CSP,Honours,No,6.6,65,1.592857143,2019,,,,,,,,,,
Local,University of Melbourne,CSP,Honours,No,6.57,73,1.668571429,2019,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,7,68,1.68,2019,,,,,,,,,,
