,rurality,s1 score,s2 score,s3 score,deakin bonus,anu bonus,mq bonus,notes,interview?,interview uni,interview uni gpa,interview uni gamsat,pref 1 uni,pref 1 gpa,pref 1 gamsat,pref 2 uni,pref 2 gpa,pref 2 gamsat,pref 3 uni,pref 3 gpa,pref 3 gamsat,pref 4 uni,pref 4 gpa,pref 4 gamsat,pref 5 uni,pref 5 gpa,pref 5 gamsat,pref 6 uni,pref 6 gpa,pref 6 gamsat,year,uq tier,casper quartile,deakin tier,unimelb gam,undf bonuses,unds bonuses,uow bonuses
136,Rural,67,73,60,0,0,0,average portfolio strength,Yes,The University of Notre Dame Sydney,6.5,66.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
137,Non-Rural,62,73,69,4,0,0,,Yes,Deakin University,6.885,68.25,,,,,,,,,,,,,,,,,,,2022,,,,,,,
138,Rural,63,53,51,0,0,0,,Yes,Griffith University,6.3,54.5,,,,,,,,,,,,,,,,,,,2022,,,,,,,
139,Non-Rural,82,68,84,0,2,0,,Yes,The University of Melbourne,6.586,78.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
140,Non-Rural,68,74,88,2,0,0,,Yes,The University of Melbourne,6.917,76.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
141,Non-Rural,74,71,68,2,0,0,,Yes,The University of Wollongong,5.5,70.25,,,,,,,,,,,,,,,,,,,2022,,,,,,,
142,Non-Rural,67,64,95,2,0,0,,Yes,The University of Melbourne,6.708,75.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
143,Non-Rural,68,72,86,0,0,0,,Yes,The University of Melbourne,6.495,75.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
144,Non-Rural,57,62,60,0,4,0,"strong portfolio, especially research - phd, postdoc cambridge, fulbright fellowship harvard
",Yes,The University of Notre Dame Sydney,6.906,59.66666667,The University of Melbourne,6.888,59.66666667,,,,,,,,,,,,,,,,2022,,,,,,,
145,Non-Rural,62,76,95,0,0,0,gpa unconfirmed,Yes,The University of Melbourne,6.8,77.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
146,Non-Rural,73,86,68,2,2,0,,Yes,The University of Melbourne,6.913,75.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
147,Non-Rural,73,67,86,2,0,0,,Yes,The University of Melbourne,6.978,75.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
148,Rural,77,71,67,8,0,0,"average portfolio (phd, volunteer work)",Yes,The University of Melbourne,6.398,71.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
149,Non-Rural,71,58,95,0,0,0,,Yes,The University of Melbourne,6.877,74.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
150,Non-Rural,69,70,78,0,0,0,,No,,,,The University of Queensland,6.57,72.33333333,Griffith University,6.57,73.75,,,,,,,,,,,,,2022,,,,,,,
151,Non-Rural,69,77,89,0,0,0,,Yes,The University of Melbourne,6.854,78.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
152,Non-Rural,69,63,79,6,0,0,portfolio average.,Yes,Deakin University,6.573,72.5,The University of Notre Dame Sydney,6.313,70.33333333,,,,,,,,,,,,,,,,2022,,,,,,,
153,Non-Rural,66,75,73,6,0,0,,Yes,The University of Melbourne,6.96,71.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
154,Non-Rural,65,61,76,0,0,0,"wa resident, decent portfolio with fraser's portfolio course",No,,,,The University of Notre Dame Fremantle,6.679,67.33333333,The University of Western Australia,6.804,69.5,The University of Notre Dame Sydney,6.679,67.33333333,Deakin University,6.644,69.5,The University of Melbourne,6.653,67.33333333,Griffith University,6.644,69.5,2022,,,,,,,
155,Rural,58,60,62,4,0,0,,Yes,The University of Queensland,6.216,60.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
156,Non-Rural,62,72,82,0,0,0,,Yes,The University of Melbourne,6.8,72.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
157,Non-Rural,65,79,62,2,0,0,,Yes,The University of Melbourne,6.963,68.66666667,The University of Notre Dame Sydney,6.969,68.66666667,Australian National University,6.969,67.0,Griffith University,6.938,67.0,,,,,,,,,,2022,,,,,,,
158,Non-Rural,65,77,73,0,0,0,,Yes,The University of Melbourne,6.8,71.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
159,Non-Rural,67,86,82,0,0,0,,Yes,The University of Melbourne,6.32,78.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
160,Non-Rural,64,61,85,0,0,0,,Yes,Australian National University,6.99,73.75,,,,,,,,,,,,,,,,,,,2022,,,,,,,
161,Non-Rural,63,80,65,0,0,0,,Yes,The University of Melbourne,7.0,69.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
162,Non-Rural,63,85,71,0,0,0,gam,Yes,The University of Melbourne,6.8333,73.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
163,Non-Rural,64,57,75,2,0,0,,Yes,Griffith University,7.0,67.75,,,,,,,,,,,,,,,,,,,2022,,,,,,,
164,Non-Rural,54,66,80,0,0,0,,Yes,The University of Western Australia,6.741,70.0,The University of Notre Dame Fremantle,6.737,66.66666667,The University of Western Australia,6.741,70.0,The University of Notre Dame Sydney,6.737,66.66666667,The University of Melbourne,6.688,66.66666667,Deakin University,6.656,70.0,Griffith University,6.741,70.0,2022,,,,,,,
165,Non-Rural,65,74,72,0,0,0,,Yes,The University of Melbourne,7.0,70.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
166,Non-Rural,66,79,70,0,0,0,gam,Yes,The University of Melbourne,6.82,71.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
167,Non-Rural,79,76,76,0,0,0,fairly strong portfolio (i think),Yes,The University of Melbourne,6.11,77.0,The University of Western Australia,5.85,76.75,The University of Notre Dame Fremantle,5.85,77.0,,,,,,,,,,,,,2022,,,,,,,
168,Non-Rural,56,64,77,0,0,0,,No,,,,Griffith University,6.913,68.5,The University of Queensland,6.913,65.66666667,The University of Wollongong,5.5,68.5,Deakin University,6.925,68.5,Australian National University,6.917,68.5,The University of Melbourne,6.921,65.66666667,2022,,,,,,,
169,Rural,62,70,78,8,0,0,,Yes,The University of Melbourne,7.0,70.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
170,Non-Rural,65,77,73,0,2,0,gam,Yes,The University of Melbourne,6.725,71.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
171,Non-Rural,57,83,83,0,0,0,vic resident,Yes,The University of Melbourne,7.0,74.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
172,Non-Rural,71,70,53,6,0,0,strong portfolio,Yes,The University of Notre Dame Sydney,6.73,64.66666667,Deakin University,6.73,61.75,,,,,,,,,,,,,,,,2022,,,,,,,
173,Non-Rural,66,73,69,0,0,0,,Yes,The University of Melbourne,6.9,69.33333333,Griffith University,6.767,69.25,,,,,,,,,,,,,,,,2022,,,,,,,
174,Non-Rural,67,66,89,0,0,0,,Yes,The University of Melbourne,7.0,74.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
175,Rural,71,71,58,6,4,0,"gam, strong portfolio",Yes,The University of Melbourne,6.65,66.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
176,Non-Rural,65,82,73,0,0,0,average portfolio,Yes,The University of Wollongong,5.5,73.25,The University of Notre Dame Sydney,6.552,73.33333333,,,,,,,,,,,,,,,,2022,,,,,,,
177,Non-Rural,68,64,74,0,0,0,graduate access melbourne applicant,Yes,The University of Melbourne,7.0,68.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
178,Non-Rural,68,66,66,0,0,0,wide bay stream for uq,Yes,The University of Queensland,6.833333,66.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
179,Non-Rural,63,82,68,6,0,0,,Yes,Deakin University,6.667,70.25,,,,,,,,,,,,,,,,,,,2022,,,,,,,
180,Non-Rural,66,74,69,2,2,0,,Yes,The University of Wollongong,5.5,69.5,,,,,,,,,,,,,,,,,,,2022,,,,,,,
181,Non-Rural,68,78,68,0,2,0,,Yes,The University of Melbourne,6.763,71.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
182,Rural,73,75,76,0,0,0,,Yes,The University of Queensland,6.85,74.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
183,Non-Rural,63,75,72,0,2,0,,Yes,The University of Melbourne,6.85,70.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
184,Non-Rural,57,59,75,4,0,0,,Yes,Macquarie University,6.917,66.5,Griffith University,6.944,66.5,Australian National University,6.917,66.5,The University of Notre Dame Sydney,6.917,63.66666667,Deakin University,6.583,66.5,,,,,,,2022,,,,,,,
185,Non-Rural,62,80,69,0,2,0,,Yes,The University of Melbourne,6.905,70.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
186,Rural,59,51,55,8,0,0,,Yes,The University of Queensland,5.85,55.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
187,Rural,79,80,74,0,2,0,,Yes,Australian National University,6.875,76.75,,,,,,,,,,,,,,,,,,,2022,,,,,,,
188,Non-Rural,64,66,87,0,0,0,,Yes,The University of Melbourne,7.0,72.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
189,Non-Rural,59,77,80,4,0,0,,Yes,The University of Melbourne,6.98,72.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
190,Non-Rural,69,71,70,0,0,0,,Yes,The University of Melbourne,6.984,70.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
191,Non-Rural,57,62,67,4,0,0,,No,,,,Deakin University,6.229,63.25,,,,,,,,,,,,,,,,2022,,,,,,,
192,Non-Rural,64,63,79,0,0,0,uom student (just an fyi),Yes,The University of Melbourne,6.975,68.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
193,Non-Rural,67,69,69,0,0,0,,Yes,The University of Queensland,6.875,68.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
194,Non-Rural,65,73,95,0,0,0,,Yes,The University of Melbourne,7.0,77.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
195,Non-Rural,64,79,75,0,0,0,,Yes,The University of Melbourne,6.937,72.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
196,Non-Rural,59,82,73,0,0,0,,Yes,The University of Melbourne,7.0,71.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
197,Rural,68,80,73,4,0,0,,Yes,The University of Melbourne,6.007,73.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
198,Rural,54,62,51,0,0,0,portfolio [i believe it was] strong,Yes,The University of Wollongong,5.5,54.5,,,,,,,,,,,,,,,,,,,2022,,,,,,,
199,Non-Rural,79,71,67,0,0,0,,No,,,,Griffith University,6.563,71.0,The University of Melbourne,6.588,72.33333333,The University of Wollongong,5.5,71.0,Deakin University,6.573,71.0,Australian National University,6.573,71.0,The University of Western Australia,5.708,71.0,2022,,,,,,,
200,Non-Rural,67,63,63,2,0,0,,No,,,,The University of Melbourne,6.65,64.33333333,Deakin University,6.64,64.0,Australian National University,6.723,64.0,Griffith University,6.738,64.0,The University of Western Australia,6.738,64.0,,,,2022,,,,,,,
201,Non-Rural,75,81,58,4,0,0,gam,Yes,The University of Melbourne,6.96,71.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
202,Non-Rural,60,70,78,2,2,0,,Yes,Australian National University,6.85,71.5,,,,,,,,,,,,,,,,,,,2022,,,,,,,
203,Non-Rural,76,65,82,6,0,0,,Yes,The University of Melbourne,6.578,74.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
204,Rural,68,72,58,10,0,0,,Yes,Deakin University,7.0,64.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
205,Non-Rural,61,69,77,0,0,0,,Yes,The University of Wollongong,5.5,71.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
206,Non-Rural,56,62,78,0,0,0,,Yes,The University of Notre Dame Sydney,7.0,65.33333333,Australian National University,7.0,68.5,The University of Queensland,6.98,65.33333333,,,,,,,,,,,,,2022,,,,,,,
207,Non-Rural,67,75,90,0,0,0,,Yes,The University of Melbourne,6.78,77.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
208,Rural,63,66,60,6,0,0,"portfolio strong because received unda interview offer in 2021 with 59, 6.3
",Yes,The University of Wollongong,5.5,62.25,,,,,,,,,,,,,,,,,,,2022,,,,,,,
209,Rural,69,70,70,0,0,0,"wa resident, portfolio above average",Yes,The University of Notre Dame Fremantle,6.3,69.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
210,Non-Rural,61,72,65,0,0,0,,No,,,,Deakin University,6.865,65.75,The University of Melbourne,6.913,66.0,Griffith University,6.875,65.75,The University of Western Australia,6.875,65.75,Australian National University,6.885,65.75,,,,2022,,,,,,,
211,Non-Rural,62,67,93,0,0,0,,Yes,The University of Melbourne,6.953,74.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
212,Rural,70,73,76,10,0,0,"wa resident, strong portfolio",Yes,The University of Notre Dame Fremantle,5.708,73.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
213,Rural,61,69,64,0,0,0,,Yes,The University of Queensland,6.619,64.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
214,Non-Rural,64,74,74,0,0,0,,Yes,The University of Melbourne,6.844,70.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
215,Rural,70,68,66,14,0,0,,Yes,Deakin University,6.15,67.5,,,,,,,,,,,,,,,,,,,2022,,,,,,,
216,Rural,63,61,68,0,0,0,,Yes,The University of Queensland,6.833,64.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
217,Non-Rural,59,83,65,6,0,3,uow portfolio - average,Yes,Macquarie University,6.573,68.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
218,Non-Rural,62,68,72,2,0,0,,Yes,Macquarie University,6.979,68.5,,,,,,,,,,,,,,,,,,,2022,,,,,,,
219,Non-Rural,63,72,69,0,2,0,,Yes,The University of Wollongong,5.5,68.25,The University of Melbourne,6.75,68.0,The University of Notre Dame Sydney,6.646,68.0,,,,,,,,,,,,,2022,,,,,,,
220,Non-Rural,61,67,62,0,0,0,,No,,,,The University of Melbourne,6.042,63.33333333,Australian National University,6.508,63.0,The University of Queensland,6.511,63.33333333,Griffith University,6.675,63.0,The University of Notre Dame Sydney,6.431,63.33333333,Deakin University,6.313,63.0,2022,,,,,,,
221,Rural,70,64,73,0,0,0,,Yes,Griffith University,5.469,70.0,The University of Queensland,5.48,69.0,,,,,,,,,,,,,,,,2022,,,,,,,
222,Non-Rural,67,82,72,0,0,0,,Yes,The University of Melbourne,6.844,73.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
223,Non-Rural,58,60,71,0,0,0,wa resident,No,,,,The University of Notre Dame Fremantle,6.73,63.0,The University of Wollongong,5.5,65.0,The University of Notre Dame Sydney,6.73,63.0,The University of Western Australia,6.73,65.0,Griffith University,6.73,65.0,The University of Queensland,6.73,63.0,2022,,,,,,,
224,Non-Rural,69,82,67,0,0,0,,Yes,The University of Melbourne,6.728,72.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
225,Non-Rural,70,74,68,2,2,0,,Yes,Australian National University,6.878,70.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
226,Non-Rural,64,59,70,6,2,0,thought i had a strong portfolio,No,,,,The University of Notre Dame Sydney,6.43,64.33333333,Macquarie University,6.65,65.75,The University of Wollongong,5.5,65.75,Australian National University,6.65,65.75,Griffith University,6.43,65.75,Deakin University,6.65,65.75,2022,,,,,,,
227,Non-Rural,61,61,74,0,0,0,portfolio above average,Yes,The University of Notre Dame Fremantle,6.979,65.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
228,Non-Rural,70,65,77,0,0,0,,Yes,The University of Melbourne,7.0,70.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
229,Non-Rural,71,74,66,0,0,0,strong portfolio,Yes,The University of Notre Dame Sydney,6.819,70.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
230,Rural,56,69,54,0,0,0,,Yes,Griffith University,6.851,58.25,,,,,,,,,,,,,,,,,,,2022,,,,,,,
231,Non-Rural,62,83,63,0,0,0,,No,,,,Deakin University,6.875,67.75,The University of Melbourne,6.85,69.33333333,The University of Notre Dame Sydney,6.958,69.33333333,Australian National University,6.958,67.75,,,,The University of Wollongong,5.5,67.75,2022,,,,,,,
232,Rural,70,78,76,12,0,0,applied gam.,Yes,The University of Melbourne,6.38,74.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
233,Non-Rural,58,63,61,0,0,0,,Yes,The University of Notre Dame Sydney,6.938,60.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
234,Rural,51,70,56,10,0,0,,Yes,Deakin University,6.74,58.25,,,,,,,,,,,,,,,,,,,2022,,,,,,,
235,Non-Rural,65,60,71,0,0,0,,Yes,The University of Western Australia,6.917,66.75,Deakin University,6.917,66.75,The University of Melbourne,6.925,65.33333333,The University of Wollongong,5.5,66.75,,,,,,,,,,2022,,,,,,,
236,Non-Rural,70,67,82,2,0,0,,Yes,Griffith University,6.521,75.25,The University of Queensland,6.5,73.0,,,,,,,,,,,,,,,,2022,,,,,,,
237,Non-Rural,66,72,70,2,0,0,,Yes,The University of Notre Dame Sydney,6.948,69.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
238,Non-Rural,64,72,87,0,0,0,below average portfolio,Yes,The University of Wollongong,5.5,77.5,The University of Notre Dame Sydney,6.69,74.33333333,,,,,,,,,,,,,,,,2022,,,,,,,
239,Non-Rural,75,77,68,4,2,0,"gam, strong uow portfolio",Yes,The University of Wollongong,5.5,72.0,Australian National University,6.385,72.0,The University of Melbourne,6.263,73.33333333,,,,,,,,,,,,,2022,,,,,,,
240,Non-Rural,71,72,68,2,4,0,gam,Yes,The University of Melbourne,6.923,70.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
241,Non-Rural,68,72,57,0,2,0,above average portfolio,No,,,,The University of Notre Dame Fremantle,6.53,65.66666667,The University of Notre Dame Sydney,6.53,65.66666667,The University of Wollongong,5.5,63.5,Australian National University,6.53,63.5,Deakin University,6.48,63.5,Macquarie University,6.53,63.5,2022,,,,,,,
242,Non-Rural,52,54,78,4,0,0,,Yes,Deakin University,6.958,65.5,The University of Melbourne,6.313,61.33333333,,,,,,,,,,,,,,,,2022,,,,,,,
243,Non-Rural,62,73,70,0,2,0,,Yes,The University of Wollongong,5.5,68.75,Australian National University,6.661,68.75,,,,,,,,,,,,,,,,2022,,,,,,,
244,Non-Rural,64,61,73,0,0,0,phd,Yes,The University of Queensland,7.0,66.0,The University of Melbourne,6.4,66.0,,,,,,,,,,,,,,,,2022,,,,,,,
245,Non-Rural,61,67,77,0,0,0,,Yes,Macquarie University,6.818,70.5,,,,,,,,,,,,,,,,,,,2022,,,,,,,
246,Rural,65,64,77,14,0,0,rural medical program applicant,Yes,Deakin University,6.969,70.75,,,,,,,,,,,,,,,,,,,2022,,,,,,,
247,Non-Rural,62,88,70,0,0,0,,Yes,The University of Melbourne,7.0,73.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
248,Non-Rural,71,67,69,0,0,0,,Yes,The University of Queensland,6.6,69.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
249,Non-Rural,64,81,72,0,0,0,above average / potentially strong portfolio,Yes,The University of Notre Dame Sydney,7.0,72.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
250,Non-Rural,64,69,74,0,0,0,,Yes,The University of Melbourne,7.0,69.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
251,Non-Rural,65,81,65,0,0,0,,Yes,Griffith University,6.885,69.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
252,Non-Rural,59,72,86,0,0,0,,Yes,The University of Melbourne,7.0,72.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
253,Non-Rural,71,75,64,0,0,0,,Yes,The University of Queensland,6.89,70.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
254,Non-Rural,62,68,78,0,0,0,average portfolio,Yes,The University of Queensland,7.0,69.33333333,The University of Notre Dame Sydney,6.837,69.33333333,Australian National University,6.837,71.5,The University of Melbourne,6.757,69.33333333,,,,,,,,,,2022,,,,,,,
255,Non-Rural,70,81,68,0,2,0,,Yes,The University of Melbourne,6.96,73.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
256,Non-Rural,66,71,60,2,0,0,"strong portfolio - 10yrs in health, 2 masters, publications, research experience (both academic and clinical trials), nhs experience etc.
",Yes,The University of Notre Dame Sydney,6.347,65.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
257,Non-Rural,69,80,81,0,0,0,,Yes,The University of Melbourne,6.888,76.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
258,Non-Rural,69,90,84,0,0,0,"wa resident bonus. i think strong-ish portfolio (research experience in rural/aboriginal health, advocacy volunteering in mental health/sexual assault policy, international academic awards, and some random stuff- like making an app in high school and a random internship i did)
",Yes,The University of Notre Dame Fremantle,6.9,81.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
259,Non-Rural,61,75,100,2,0,0,gam,Yes,The University of Melbourne,5.838,78.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
260,Non-Rural,58,62,90,2,0,0,,Yes,The University of Melbourne,6.875,70.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
261,Non-Rural,69,78,72,0,2,0,"i thought my portfolio was average/above average lol, plenty of volunteering over the last 2 years + 2 jobs + honours research
",Yes,Australian National University,7.0,72.75,The University of Notre Dame Sydney,7.0,73.0,,,,,,,,,,,,,,,,2022,,,,,,,
262,Non-Rural,64,73,85,0,0,0,no,Yes,The University of Melbourne,7.0,74.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
263,Non-Rural,76,81,60,0,0,0,,Yes,The University of Melbourne,6.75,72.33333333,The University of Notre Dame Sydney,6.75,72.33333333,The University of Melbourne,6.75,72.33333333,,,,,,,,,,,,,2022,,,,,,,
264,Rural,60,62,74,0,0,0,,Yes,Griffith University,6.0,67.5,,,,,,,,,,,,,,,,,,,2022,,,,,,,
265,Non-Rural,56,75,82,0,0,0,,Yes,The University of Melbourne,6.906,71.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
266,Non-Rural,57,66,57,0,0,0,wa resident,No,,,,The University of Notre Dame Fremantle,6.96,60.0,The University of Notre Dame Sydney,6.96,60.0,The University of Wollongong,6.96,59.25,The University of Western Australia,6.96,59.25,Deakin University,7.0,59.25,,,,2022,,,,,,,
267,Non-Rural,63,72,65,0,0,0,,Yes,The University of Notre Dame Sydney,6.699,66.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
268,Non-Rural,62,72,84,0,0,0,,Yes,Griffith University,6.92,75.5,,,,,,,,,,,,,,,,,,,2022,,,,,,,
269,Non-Rural,65,73,69,0,0,0,,Yes,Macquarie University,6.744,69.0,The University of Notre Dame Sydney,6.744,69.0,,,,,,,,,,,,,,,,2022,,,,,,,
270,Non-Rural,75,60,76,0,2,0,,Yes,The University of Queensland,6.3,70.33333333,The University of Melbourne,6.3,70.33333333,,,,The University of Queensland,6.3,70.33333333,,,,,,,,,,2022,,,,,,,
271,Non-Rural,65,74,65,0,2,0,,Yes,Australian National University,6.979,67.25,Griffith University,6.2,67.25,,,,,,,,,,,,,,,,2022,,,,,,,
272,Non-Rural,65,77,68,0,0,0,,Yes,The University of Notre Dame Sydney,6.29,70.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
273,Non-Rural,61,66,72,0,0,0,,No,,,,The University of Melbourne,6.863,66.33333333,Deakin University,6.875,67.75,The University of Queensland,6.875,66.33333333,,,,,,,,,,2022,,,,,,,
274,Rural,58,69,54,0,0,0,,Yes,The University of Melbourne,6.2,60.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
275,Non-Rural,65,70,67,0,0,0,wa resident,Yes,The University of Notre Dame Fremantle,6.18,67.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
276,Non-Rural,69,79,58,8,0,0,,Yes,The University of Notre Dame Sydney,6.58,68.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
277,Non-Rural,69,68,83,0,0,0,,Yes,The University of Melbourne,6.583,73.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
278,Rural,58,62,60,8,0,0,rts,Yes,Deakin University,6.663,60.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
279,Rural,55,71,66,10,2,3,"rural, gam, strong portfolio",Yes,Deakin University,6.33,64.5,,,,,,,,,,,,,,,,,,,2022,,,,,,,
280,Non-Rural,62,62,77,0,0,0,,Yes,The University of Western Australia,6.774,69.5,,,,,,,,,,,,,,,,,,,2022,,,,,,,
281,Non-Rural,68,64,92,0,0,0,,Yes,The University of Melbourne,6.92,74.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
282,Non-Rural,64,83,62,6,2,0,,Yes,The University of Queensland,7.0,69.66666667,The University of Notre Dame Sydney,7.0,69.66666667,,,,,,,,,,,,,,,,2022,,,,,,,
283,Non-Rural,70,79,62,0,0,0,coursework master completed,Yes,The University of Notre Dame Fremantle,6.75,70.33333333,Griffith University,6.75,68.25,,,,,,,,,,,,,,,,2022,,,,,,,
284,Rural,70,82,51,8,0,0,,Yes,The University of Melbourne,6.188,67.66666667,,,,,,,,,,,,,,,,,,,2022,,,,,,,
285,Rural,65,65,64,0,0,0,,Yes,Griffith University,6.55,64.5,,,,,,,,,,,,,,,,,,,2022,,,,,,,
286,Non-Rural,66,78,66,0,0,0,,Yes,The University of Notre Dame Sydney,6.629,70.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
287,Rural,56,60,50,4,0,0,,Yes,The University of Notre Dame Sydney,6.895,55.33333333,,,,,,,,,,,,,,,,,,,2022,,,,,,,
288,Non-Rural,58,64,79,2,0,0,,Yes,Griffith University,6.979,70.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,
289,Rural,57,69,58,8,0,0,"wa resident, above average/strong portfolio with diverse experiences and indigenous/rural experiences
",Yes,The University of Wollongong,5.5,60.5,,,,,,,,,,,,,,,,,,,2022,,,,,,,
